,PhaseSpace,ChannelCorrelation,PeakMeter,RMS,CrestFactor,PhaseSpaceLow,ChannelCorrelationLow,PeakMeterLow,RMSLow,CrestFactorLow,PhaseSpaceMid,ChannelCorrelationMid,PeakMeterMid,RMSMid,CrestFactorMid,PhaseSpaceHigh,ChannelCorrelationHigh,PeakMeterHigh,RMSHigh,CrestFactorHigh
0.0,0.0025,0.18561887297764626,-63.46054508275023,-66.22659904607586,2.766053963325632,0.005,0.9857187683284744,-74.84427458116377,-85.87106735638123,11.026792775217459,0.005,0.42757291604050407,-71.44324006892336,-83.4515144358921,12.008274366968735,0.005,0.018240430821399103,-74.0118218038773,-85.72543365432331,11.713611850446014
1.0,0.005,0.8995703039050255,-41.876920161797734,-50.754526593417395,8.877606431619661,0.005,0.9579091180369842,-61.82291944928956,-63.65942694254513,1.8365074932555743,0.005,0.8643703397253769,-43.15324418229623,-45.70813610529801,2.554891923001783,0.005,0.03946809863743586,-75.39821361179249,-99.19093721616179,23.7927236043693
2.0,0.005,0.9909472745500216,-31.885677686439582,-35.39189479571978,3.506217109280197,0.005,0.98776880175465,-46.18445248503917,-51.56556068490289,5.381108199863718,0.005,0.9908485134914005,-32.68431580013428,-40.15614769644938,7.471831896315102,0.005,-0.01732885672563877,-78.1734117323264,-91.2247231063549,13.0513113740285
3.0,0.005,0.9621170493960669,-28.103940352126294,-37.400553312212516,9.296612960086222,0.005,0.9566483627219239,-39.127537095885856,-41.98696304037736,2.8594259444915053,0.005,0.9694942417541341,-30.003420442409276,-37.85519772020054,7.8517772777912676,0.005,0.07644916583126729,-76.03227714094754,-81.31379563421919,5.281518493271648
4.0,0.005,0.9254512971633169,-26.915510018018217,-35.77445451866291,8.85894450064469,0.005,0.8984091588539644,-37.27639192149732,-48.15268015946522,10.876288237967898,0.005,0.9350807837392314,-28.173318597739296,-56.050511897557236,27.87719329981794,0.005,0.05088440913577053,-76.75235899640757,-88.65458943621837,11.902230439810808
5.0,0.005,0.8851515333886462,-26.76981908745619,-29.632484820128152,2.8626657326719602,0.005,0.8706018739011888,-37.360171027908244,-46.80643078505861,9.446259757150365,0.005,0.8991782552522992,-27.91366262252689,-43.55145431122361,15.63779168869672,0.005,0.05413596199511931,-74.66539311593021,-83.26554054556644,8.600147429636223
6.0,0.005,0.815711819362447,-27.480003231185005,-36.540602259140144,9.060599027955138,0.005,0.8327474945726143,-37.477654688109766,-41.60565257628413,4.127997888174363,0.005,0.8293264147303037,-28.80523065056149,-50.27864529065779,21.4734146400963,0.005,0.02457637556201899,-76.45821634442622,-102.22224720941429,25.764030864988072
7.0,0.005,0.6661513712703403,-28.110681438718494,-39.01567741415257,10.904995975434076,0.005,0.6741783372348887,-37.76433341349856,-50.544588481045345,12.780255067546783,0.005,0.6954768314074721,-29.18073730297316,-42.85930257377794,13.678565270804778,0.005,-0.0429715512848164,-77.03121597961893,-87.67532115094187,10.644105171322934
8.0,0.005,0.520043563249539,-30.34381193072038,-46.28105621278533,15.937244282064949,0.005,0.30508809208702364,-39.75656452307961,-51.712247784565804,11.955683261486193,0.005,0.5521034228710906,-31.957503403906927,-63.32267762664907,31.36517422274214,0.005,0.052451705223451064,-77.00196402975445,-123.73457135256504,46.732607322810594
9.0,0.005,0.48696491277432363,-30.162579640739466,-42.14419939295736,11.981619752217895,0.005,-0.1522120071334641,-40.740800342806736,-48.38778711942379,7.646986776617055,0.005,0.5731557530013001,-31.144806113136458,-53.337883365271324,22.193077252134866,0.005,-0.01614173612756056,-77.21891660109017,-99.69193664111373,22.473020040023556
10.0,0.005,0.6337135588894716,-28.689257760976613,-34.559789208826054,5.870531447849441,0.005,-0.33653873066086115,-42.7972099164471,-62.72266981846251,19.92545990201541,0.005,0.6483472418971468,-29.691744494054436,-56.865265813747364,27.173521319692927,0.005,0.03113250010033294,-75.55611586972,-87.02421003337895,11.468094163658947
11.0,0.005,0.4946991513797189,-27.498837838430763,-48.87135855307185,21.372520714641087,0.005,0.128837882143309,-44.994549893233106,-62.54770916489327,17.553159271660164,0.005,0.5337773051817886,-28.215318532547865,-50.103949620313216,21.88863108776535,0.005,0.031686276401422804,-75.93884140789022,-87.42931936373589,11.490477955845662
12.0,0.0075,0.13108072243248142,-25.694912426942977,-32.947871462733524,7.252959035790546,0.005,0.188796094797924,-41.51124054594705,-49.61410138229097,8.102860836343922,0.005,0.14916279360338236,-26.352228913963902,-30.735742976620507,4.383514062656605,0.005,-0.008791032973539347,-75.52915891863891,-88.74555430196057,13.216395383321654
13.0,0.01,-0.13763120329539447,-25.136253044712827,-35.613002107417415,10.476749062704588,0.005,0.05545328516696516,-39.72183005380553,-45.663354499492726,5.941524445687193,0.0075,-0.20237506502961108,-25.564650996765085,-32.031416932076844,6.466765935311759,0.005,0.02237642369237009,-75.58848142442378,-90.03640560653808,14.447924182114306
14.0,0.01,-0.2637387692899037,-22.913552927255097,-62.3501985257536,39.4366455984985,0.005,-0.057648974455024815,-39.40465132773906,-76.47929568885284,37.07464436111378,0.01,-0.22497718586624066,-22.742379584469873,-35.80629955119052,13.063919966720647,0.005,-0.012377222630949154,-76.26863397285652,-90.83689628996184,14.568262317105322
15.0,0.01,-0.05945409976230029,-21.519186891400683,-44.96556413113407,23.44637723973339,0.005,0.039002326077060924,-38.86538351728995,-46.0120895478915,7.14670603060155,0.01,-0.05684608200505227,-21.71643735536057,-26.00145124674333,4.285013891382761,0.005,0.026663920677583743,-74.50646883315954,-127.19921646415777,52.69274763099823
16.0,0.01,0.20191685109474147,-21.65602549893222,-33.5068768100592,11.850851311126977,0.005,0.19324808706274857,-39.07652200493163,-65.9543067150365,26.877784710104862,0.01,0.19124265534167087,-21.6739567934936,-30.010124030024848,8.33616723653125,0.005,-0.021695779113744054,-74.36842564701047,-90.85345849496521,16.48503284795474
17.0,0.01,0.4120577928910024,-22.75195031905927,-30.188239599248014,7.4362892801887455,0.005,0.24232191303522124,-41.553180794569194,-45.18668326903474,3.633502474465544,0.01,0.4114849735761579,-22.909873942221914,-33.00858277140847,10.098708829186556,0.005,0.10550332199505358,-73.94629208520777,-98.5657022722735,24.619410187065725
18.0,0.01,0.5319213447993191,-24.271044355290194,-29.481144996029855,5.210100640739661,0.005,0.12234205585440049,-41.216050102282644,-53.354251256844385,12.138201154561742,0.01,0.520705575577503,-23.989931858695506,-27.583705654090622,3.5937737953951157,0.005,0.06228371604718682,-74.53954332490021,-84.14098937710341,9.601446052203201
19.0,0.01,0.44163602448201467,-25.2373929079507,-42.850758639792225,17.613365731841526,0.005,-0.24618286687869312,-37.9267802661889,-40.35588488081092,2.4291046146220197,0.0075,0.5135871532030377,-25.713816616716493,-30.896639633987107,5.182823017270614,0.005,0.01093033933963807,-75.87097850502138,-91.54965122452396,15.678672719502572
20.0,0.01,-0.04778912843194285,-24.253724529734725,-31.782149766681258,7.528425236946532,0.005,-0.5376669260482908,-35.591600895626435,-72.02180733960424,36.4302064439778,0.01,0.08561862810495656,-24.90010023976378,-31.735043297064053,6.834943057300272,0.005,-0.20294284613552194,-68.55430435168944,-73.19765804113962,4.64335368945018
21.0,0.01,-0.19401410351089263,-23.15030175918528,-25.2373929079507,2.0870911487654205,0.005,-0.5744327135684928,-33.80490165350767,-42.25786577052257,8.4529641170149,0.01,-0.14671671676211445,-23.322553692424645,-54.19409594540497,30.871542252980323,0.005,-0.1870421511933507,-45.029094606579285,-60.60961594806614,15.580521341486858
22.0,0.015,-0.34221430095998095,-18.523414274475012,-32.02213555680554,13.498721282330525,0.005,-0.5406557709535627,-30.81937069515442,-39.21238522686008,8.39301453170566,0.0125,-0.31920451128022165,-17.282456988578943,-31.174967270533273,13.89251028195433,0.005,-0.13512300869105132,-47.77383378786557,-61.30177578252319,13.527941994657617
23.0,0.015,-0.3304541503836345,-18.304792571007795,-28.50383764056803,10.199045069560235,0.005,-0.7587401197491812,-30.188656969079762,-43.924305228780895,13.735648259701133,0.015,-0.29500590590290965,-18.4688842830844,-28.16678444067496,9.69790015759056,0.005,-0.09083930430244565,-48.300430780535706,-57.35158406651003,9.051153285974323
