,PhaseSpace,ChannelCorrelation,PeakMeter,RMS,CrestFactor,PhaseSpaceLow,ChannelCorrelationLow,PeakMeterLow,RMSLow,CrestFactorLow,PhaseSpaceMid,ChannelCorrelationMid,PeakMeterMid,RMSMid,CrestFactorMid,PhaseSpaceHigh,ChannelCorrelationHigh,PeakMeterHigh,RMSHigh,CrestFactorHigh
0.0,0.005,0.21416247242587322,-62.009531739778,-65.70002027162887,3.6904885318508747,0.005,0.9899117522241332,-75.55439816812293,-85.9702313290699,10.415833160946974,0.005,0.5352699389433592,-70.40708747210407,-87.70525815613232,17.29817068402825,0.005,0.15992264248361218,-71.8417089091449,-91.56984252988572,19.72813362074082
1.0,0.005,0.7475178812114142,-59.42763781218885,-62.3501985257536,2.9225607135647493,0.005,0.7921250849696259,-79.03274676398746,-88.42350709268831,9.39076032870085,0.005,0.8534762763827155,-66.5120676465683,-91.915990500183,25.403922853614702,0.005,0.6654253569385902,-69.53873769312042,-77.99381332378455,8.455075630664126
2.0,0.005,0.9659098768786851,-29.934988725869488,-55.823481307178575,25.888492581309087,0.005,0.9977609929185459,-33.747480975089246,-43.105504380039086,9.35802340494984,0.005,0.9752959397524184,-33.27637213342197,-46.45042267835115,13.17405054492918,0.005,0.9786512333338466,-50.12095573754386,-78.41167484656525,28.29071910902139
3.0,0.005,0.9779522982783531,-35.161078123333866,-49.72132314549016,14.560245022156295,0.005,0.9924446184715507,-39.957527251834726,-51.50741096547294,11.549883713638216,0.005,0.9891095680097285,-39.86169188450035,-61.73111163749644,21.869419752996087,0.005,0.9532719430753956,-60.350615568971484,-88.92950164858087,28.578886079609383
4.0,0.005,0.9874226995263841,-50.22257122354151,-54.18539921951661,3.962827995975104,0.005,0.9971946269054568,-49.347545294859614,-67.55048405868861,18.202938763828996,0.005,0.9886933785291026,-57.59654405325604,-67.79169119861734,10.195147145361304,0.005,0.20592701545488512,-74.03636422363546,-101.89354232838983,27.857178104754368
5.0,0.005,0.9869712353544002,-52.24719895935549,-59.67942035834925,7.432221398993761,0.005,0.9966832682228022,-54.81249155253765,-62.27494690323106,7.462455350693411,0.005,0.9387683704877219,-66.32104262492345,-76.83298885874179,10.511946233818335,0.005,0.2324125994680718,-74.27351293991234,-97.7469250067889,23.473412066876563
6.0,0.005,0.8680006594585173,-35.565145845099615,-38.805241800641134,3.24009595554152,0.005,0.992174163249437,-50.68868151694616,-52.652711628090216,1.964030111144055,0.005,0.9275815044313943,-40.831766638914,-46.21206193844771,5.380295299533714,0.005,0.9498630904569068,-47.532715224453234,-61.8585587461518,14.325843521698566
7.0,0.005,0.9584660398923206,-33.826482020863374,-61.36583807234997,27.5393560514866,0.005,0.9924569880934857,-40.2853580054191,-50.49356371499389,10.208205709574791,0.005,0.9698172816962625,-35.76331189802242,-47.659200301474314,11.895888403451892,0.005,0.9904374854528218,-50.3604810710378,-77.98338504258052,27.62290397154272
8.0,0.005,0.9859726997586353,-43.1122890523966,-50.39629480724336,7.28400575484676,0.005,0.9961570018530439,-49.094310566965824,-62.66341610108419,13.569105534118364,0.005,0.9963712936465412,-46.96987887508021,-86.8550697647637,39.885190889683486,0.005,0.5423064589298741,-72.20839905002059,-84.99883793649148,12.790438886470895
9.0,0.005,0.9874985955012733,-45.802813064677096,-54.18539921951661,8.382586154839515,0.005,0.9941203073226131,-50.88575168984419,-59.73155871794292,8.845807028098726,0.005,0.9974905604377361,-48.95265962294737,-55.80879035825777,6.856130735310394,0.005,0.2517852820463285,-73.15491170786414,-82.9219234982985,9.767011790434353
