,PhaseSpace,ChannelCorrelation,PeakMeter,RMS,CrestFactor,PhaseSpaceLow,ChannelCorrelationLow,PeakMeterLow,RMSLow,CrestFactorLow,PhaseSpaceMid,ChannelCorrelationMid,PeakMeterMid,RMSMid,CrestFactorMid,PhaseSpaceHigh,ChannelCorrelationHigh,PeakMeterHigh,RMSHigh,CrestFactorHigh
0.0,0.005,0.5523683580699122,-63.074441978842486,-72.24719895935547,9.172756980512986,0.005,0.8022207991925948,-74.04886519687763,-107.68713401908654,33.638268822208914,0.005,0.629553566141426,-69.6531417722254,-86.71526586892936,17.06212409670397,0.005,0.5396917395788722,-71.50052474500762,-75.52858565345961,4.028060908451991
1.0,0.005,0.9497406264278151,-54.18539921951661,-66.22659904607586,12.04119982655925,0.005,0.45402898926039303,-79.0557421258864,-87.08658464421677,8.030842518330374,0.005,0.9819560801846955,-57.99588816032363,-66.72212544362431,8.726237283300676,0.005,0.9374320886366045,-59.241177771819345,-66.78146633844204,7.540288566622699
2.0,0.02,0.9967704613325346,-15.114131347239857,-24.661088604343846,9.546957257103989,0.005,0.9905841554832516,-42.2497122124586,-42.67769242958083,0.4279802171222329,0.015,0.9979527286526563,-16.541068055794824,-29.83359161390615,13.292523558111327,0.01,0.9877644684447671,-21.6759636366129,-37.91794177793756,16.24197814132466
3.0,0.0225,0.9076395431017721,-12.94198870623499,-46.06524661111521,33.12325790488022,0.005,0.8555755512233486,-35.09969828943244,-35.09969828943244,0.0,0.02,0.9311130005054837,-15.18113893828454,-33.425938001439114,18.244799063154574,0.0125,0.855837973060282,-19.85619763635477,-36.090071269052395,16.233873632697623
4.0,0.0275,0.44902128974633954,-11.930576897367642,-25.04101207251431,13.110435175146668,0.0075,-0.4094208990717644,-25.733101270524866,-29.33057381547657,3.597472544951703,0.0225,0.6196324527735889,-12.700043750192663,-21.68997094318567,8.989927192993008,0.01,0.7639709591358412,-23.155998612460202,-34.39710283176102,11.241104219300816
5.0,0.0225,0.47899783755994707,-12.531935359535634,-29.959984108983633,17.428048749448,0.01,-0.612654292770165,-23.913146751679655,-64.13393289137076,40.22078613969111,0.0225,0.5128280261813706,-12.806491998475902,-34.407868579949834,21.601376581473932,0.0075,0.9050083242295147,-24.309035724918587,-38.89484202421329,14.585806299294703
6.0,0.0225,0.5379622428481232,-13.450576283994714,-38.944964217854455,25.49438793385974,0.0075,-0.6641948384507326,-25.113828796324107,-28.190207955936625,3.076379159612518,0.0225,0.6866868456187186,-13.713209775267593,-29.09862237378696,15.385412598519366,0.0075,0.9214823840491005,-25.321017883193385,-37.095981185736434,11.77496330254305
7.0,0.0225,0.6005429827242174,-12.370761882673856,-17.402518667948492,5.031756785274636,0.01,-0.5094055433879671,-25.45456926861152,-39.57668354970286,14.122114281091335,0.02,0.6614217674913674,-15.290390688519073,-26.01563680145688,10.725246112937805,0.005,0.9197879254700837,-26.726609631608408,-37.45564172985499,10.72903209824658
8.0,0.0225,0.7331675368434263,-13.120227990093232,-31.864873150414027,18.744645160320793,0.0075,-0.3501802270682036,-25.484749364124916,-30.227701725249304,4.742952361124388,0.0225,0.816731811268667,-13.446952606427093,-22.326059928313356,8.879107321886263,0.01,0.8870180112059622,-24.430762376601415,-36.32070401758192,11.889941640980503
9.0,0.025,0.6825072512694348,-12.965543675621362,-23.273072561253887,10.307528885632525,0.005,-0.2496595607511772,-28.39703880577855,-31.506771592607524,3.1097327868289746,0.0225,0.7937574971329242,-12.261639280195038,-23.609015088756138,11.3473758085611,0.01,0.6974071436844339,-23.024553385362175,-43.361774995070064,20.33722160970789
